Class name	Wubi Label Sequece
䁗	7 12 6 20 
馸	2 17 7 
攆	17 5 22 11 
舭	19 4 23 
瀩	8 19 12 12 
冎	12 13 12 1 
䔾	0 17 9 13 
尐	8 24 20 
尡	8 16 9 23 
撊	17 20 4 6 
襰	15 20 6 12 
庇	24 23 23 
觗	16 4 16 0 
䤁	18 6 0 13 
逌	7 11 13 15 
溗	8 19 20 23 
赨	5 14 9 24 
㵐	8 3 20 22 
㙭	5 3 20 22 
䗸	24 23 19 9 
䌢	23 5 22 2 
鲓	16 6 5 13 
鶴	15 22 24 14 
趀	5 7 19 19 
擻	17 10 6 19 
爵	4 11 21 
㒜	22 21 6 22 
邆	22 6 10 15 16 
穛	19 22 24 14 
䲮	5 16 22 14 9 
奮	3 22 24 11 
繂	23 24 23 5 25 
騢	2 13 7 2 
榴	18 16 24 
䫷	6 10 10 12 
嘏	3 13 7 
蠽	8 22 24 9 
鴕	22 21 6 23 
僴	22 20 9 6 17 
鍆	16 20 6 13 
籞	19 19 17 8 
鵊	3 22 22 14 22 
緱	23 22 13 3 
鹀	0 22 22 6 2 
鎩	16 16 18 2 
蛧	9 12 16 16 
燐	14 14 16 7 
悆	22 19 13 20 
簢	19 20 24 20 
䉲	19 23 6 16 0 
連	11 15 10 19 
騖	2 1 19 2 9 
藨	0 24 13 14 4 
灃	8 3 7 20 
鮧	16 14 6 22 
䏤	4 13 6 10 
呉	10 13 6 22 
龈	7 22 1 4 
㘚	10 20 13 19 
蝜	9 16 12 24 
澥	8 16 4 7 
鶅	21 11 22 14 
莦	0 8 4 5 
䡸	11 0 11 19 
䡛	11 11 7 
飼	22 15 13 10 
寝	15 20 21 2 
闤	20 11 6 4 25 
顓	12 3 12 12 
斞	21 22 20 5 
斬	11 17 7 
鯉	16 14 9 5 25 
鷉	17 7 0 14 
欷	16 3 12 22 
塈	21 2 0 5 
爖	14 20 4 3 
贅	6 16 19 12 21 
危	16 3 1 
䴆	14 6 20 14 
科	19 20 
駰	2 11 3 24 
㭡	18 19 11 16 
巤	21 11 16 13 
闟	20 22 6 13 
鳙	16 6 24 7 
齎	24 9 12 20 
廡	24 17 11 14 5 
䨃	9 15 21 24 
挡	17 8 21 
鯗	20 3 24 14 
垓	5 24 13 22 
轎	11 19 3 10 
韘	13 7 10 18 15 
鲫	16 6 21 1 
鶾	5 9 22 14 
興	21 12 6 22 
狶	16 19 16 7 22 
㒄	22 16 3 14 
壑	7 15 6 
䚿	24 16 22 24 
驎	2 14 16 7 
龔	20 4 6 22 
䯉	12 4 16 22 
搋	17 17 7 12 
瀳	8 0 24 14 
慤	5 15 12 13 
鰆	16 14 3 9 
应	24 8 3 
鎯	16 24 21 1 
蘏	0 23 5 12 
纇	14 23 8 12 22 
雙	22 24 22 2 25 
栾	24 14 18 
澩	21 16 16 8 
輨	11 15 13 13 
䗮	9 3 16 16 
锟	16 9 23 
釒	16 19 24 6 
欪	1 12 16 22 
囬	11 9 5 3 
眍	7 0 16 
鰢	16 14 2 24 
瞃	7 17 5 7 
藇	0 21 6 22 
䡱	11 0 10 10 
珖	6 8 16 13 
駉	2 12 10 6 
鳨	22 21 6 11 
㺞	16 19 21 22 
㱃	22 24 13 22 18 
铣	16 19 5 16 
箕	19 0 3 
譝	24 23 6 
䆂	19 24 20 14 8 
櫇	18 7 2 12 
籨	19 22 6 22 4 
没	8 12 
皓	17 19 5 10 18 
綐	23 20 10 16 16 
曜	9 13 22 
㱋	5 22 24 22 
崢	12 4 21 7 
哅	10 16 16 1 
赥	5 14 16 22 
嚣	10 10 3 10 24 
翭	13 22 13 3 
尌	5 10 20 5 23 
飤	22 15 22 24 19 
䧞	1 2 24 
恋	24 14 13 
洉	8 17 6 10 
鏸	16 6 9 13 
絉	23 18 24 24 
䴕	6 16 9 6 4 
犊	19 17 5 3 
鍖	16 0 3 13 
㵰	8 21 6 22 
廽	12 9 3 15 
䌴	23 24 13 24 
顒	9 12 7 12 
䞾	5 7 17 12 
穭	19 16 14 9 
巇	12 7 0 0 
栥	20 16 22 18 11 
顭	0 11 15 12 
觸	16 4 11 9 
妳	21 16 8 24 
䡻	11 19 7 24 
䌥	23 4 0 13 
辄	11 1 13 
雇	24 13 22 24 18 
鴒	22 24 2 14 
駛	2 10 16 24 
縃	23 13 7 4 
顮	15 6 8 12 14 
擬	17 23 19 7 
磭	3 3 5 4 
叙	22 19 2 
橲	18 5 10 10 
豷	4 5 15 20 
觻	16 4 23 18 
䡒	11 11 6 14 
蘓	0 19 16 14 
罹	11 13 22 
駡	10 10 2 20 
䌪	23 20 16 21 
翴	13 11 15 24 
跦	10 7 17 8 
嫌	21 20 
嶐	12 1 19 6 
㫎	24 19 15 11 
銸	16 1 13 13 
堊	6 5 6 5 
惡	6 5 6 13 
尹	21 19 4 
鰗	16 14 3 4 24 
軎	6 9 5 10 
畏	11 6 4 
䠖	10 7 20 10 7 
籎	19 23 19 7 
璔	6 20 11 9 
鳥	22 21 6 14 
鎤	16 9 8 16 
嶁	12 10 6 21 
厰	3 8 12 19 
䦌	20 5 3 25 
偎	22 11 6 4 
鋔	16 16 10 16 
㺷	6 18 24 24 
賴	6 10 8 12 10 
鳀	16 6 9 7 
䱥	17 12 7 14 
騹	2 0 10 6 22 
㲄	5 15 6 2 12 
谯	24 22 24 14 
肀	21 7 10 
譌	24 4 19 14 
㦺	3 5 4 0 
睜	7 4 21 7 
鄥	22 21 6 1 17 
鵄	6 2 5 14 
琟	6 22 24 6 
彏	23 7 7 2 
㶠	8 2 11 5 
䞺	5 7 17 7 
䒏	20 11 9 2 
銮	24 14 16 5 
㦤	5 15 6 13 5 
嚬	10 7 8 12 
毗	11 23 23 
䧽	19 14 22 24 1 
餜	22 15 9 18 
鲈	16 6 7 13 20 
椴	18 22 3 
櫬	18 20 18 16 
龡	22 6 10 22 
㡓	12 7 15 11 
鵎	4 21 22 14 
檰	18 23 17 7 
蜝	0 3 22 9 13 
鱪	16 14 9 9 5 
瀾	8 20 6 8 
㿣	17 9 16 13 
擓	17 0 8 24 
傌	22 2 24 
錷	16 11 13 13 
諢	24 15 11 7 
鸯	12 3 16 
䫣	4 23 3 12 
䱱	16 14 20 7 
繋	11 12 2 8 
檎	18 22 24 2 9 
嵙	12 19 20 5 
吳	10 13 3 20 
䴚	7 11 14 12 
猕	16 19 23 8 
檔	18 8 15 11 
輜	11 21 11 6 
乲	20 16 22 13 18 
䥸	23 6 22 16 10 
䢝	6 5 6 15 
㻣	6 0 3 13 
嶱	12 0 9 13 
瓏	6 20 4 3 
囃	10 24 22 24 7 
㠛	12 0 22 2 
䜁	24 5 5 3 
䪗	13 7 10 2 20 
毂	5 15 11 
窶	15 22 10 21 
麇	24 13 9 19 20 
次	20 16 22 
瓇	6 3 4 19 
欱	22 6 10 22 5 
嘄	10 22 21 18 
嶙	12 14 16 
鲽	16 6 0 
顷	23 3 
鷦	22 24 14 14 
朗	24 21 2 
琧	6 5 6 24 
絋	23 24 2 24 
輦	5 22 5 11 22 
軨	11 22 24 2 
噓	10 7 0 6 14 
䑟	4 15 16 6 
龑	20 4 6 3 15 
䃾	15 24 23 23 
髇	12 4 24 10 
啮	10 7 22 1 24 
撶	17 0 6 5 14 
弑	16 18 0 
綞	23 19 6 5 
琿	6 15 11 7 
唯	10 22 24 6 
䦨	20 6 9 8 25 
䡚	11 17 16 13 
綩	23 15 16 1 
䪛	13 7 10 11 
隴	1 20 4 3 
悽	13 6 21 21 
蔜	0 6 16 19 
軲	11 3 6 
檲	18 11 6 5 
嵥	12 16 0 18 
搀	17 16 10 20 
熀	14 9 8 16 
顢	0 12 7 12 
鮫	16 14 20 16 
題	9 6 7 12 
徦	19 13 7 2 
畡	11 24 13 22 
魱	16 14 6 6 25 
鵣	6 10 8 14 15 
霯	5 22 6 20 4 
混	8 9 23 
鲚	16 6 24 9 
䱍	16 14 6 6 24 
㐸	22 16 22 24 
橺	18 20 9 6 
簍	19 10 6 21 
嫣	21 6 7 
㝚	15 19 7 15 
軚	11 3 24 24 
焜	14 9 23 23 
㔸	0 17 7 12 
鮆	7 23 16 14 
戵	7 7 22 0 
轊	11 3 7 21 
鰱	16 14 11 15 
薾	0 6 22 16 
鲾	16 6 6 11 
㰍	20 4 6 18 
㬇	9 16 12 3 
鼠	21 13 20 6 
鹶	7 11 14 13 
轟	11 11 11 9 
蘉	0 11 15 2 4 
浼	8 16 10 
絣	23 20 0 7 
般	19 4 12 
㽔	14 4 19 6 
餈	20 16 22 4 
鲛	16 6 20 16 
穃	19 15 22 10 24 
䖙	0 7 13 12 
诟	24 17 6 
鴷	6 16 9 14 17 
㓥	8 21 9 7 
镰	16 24 20 
邋	21 11 16 
頙	6 7 3 12 
弰	23 8 4 6 
䳽	12 22 24 14 
歈	22 6 4 22 
刄	21 24 8 7 
䱳	16 14 3 5 
鬬	7 6 6 17 
鷙	5 20 5 14 
恼	13 24 1 
盾	17 5 7 
镳	16 24 13 14 
稦	19 13 7 7 10 
䫕	20 15 12 12 
鯭	16 14 1 11 
蛫	9 16 3 1 
鳜	16 6 3 22 
丏	6 7 13 13 
駨	2 16 9 6 
蕑	0 20 4 5 
鼒	5 19 7 13 
鑁	16 14 1 19 
䒊	22 6 13 2 
矙	7 20 13 19 
岚	12 12 16 20 
穫	19 0 22 2 
桅	18 16 3 
鰹	16 14 0 5 
觯	16 4 20 5 
㸍	14 7 0 0 
蓹	0 19 17 1 
饅	22 15 9 2 
橚	18 21 5 9 
騘	2 16 17 13 
䋭	23 24 2 4 
䭦	22 24 21 5 16 
殅	6 16 19 6 21 
憉	13 5 10 4 
斠	5 9 6 5 
囍	5 10 20 10 18 
䪜	13 7 10 24 5 
崅	12 16 4 7 19 
䌳	23 6 22 24 
麕	24 13 9 19 21 
誕	24 19 7 15 13 
繀	23 12 22 24 12 
襻	15 20 18 17 
閣	20 19 10 3 
鶧	0 12 3 14 
卯	16 19 1 7 
熔	14 15 22 
甐	14 16 0 13 23 
䣚	11 21 1 7 
埩	5 16 21 7 
瘬	20 23 3 4 
廊	24 24 21 
㾻	20 1 22 19 
绱	23 8 12 
襍	15 20 22 18 
䮅	2 0 13 19 
驜	2 14 6 22 
黩	11 5 14 3 
鹸	7 11 14 22 
鯾	16 14 22 16 
巌	12 8 3 19 
鸬	7 13 16 
聯	1 23 23 6 
新	20 18 17 
鶐	18 24 15 14 
卍	7 6 7 13 
鱆	16 14 20 9 13 
馯	2 5 7 
䜛	24 16 10 16 
湝	8 23 23 17 
櫈	18 22 6 12 
饄	22 15 8 5 
鴋	24 22 21 14 5 
㨌	5 15 17 2 
歲	7 3 6 19 3 
髒	12 4 0 0 
䴓	6 12 7 6 1 
䱝	16 14 17 5 
鳎	16 6 9 13 14 
縖	23 15 3 10 
魜	16 14 22 24 
韖	13 7 10 18 
鶦	3 4 22 14 11 
瞴	7 17 11 14 
徜	19 8 12 
駟	2 11 6 4 
剴	12 6 10 9 
䯥	12 4 9 14 
欝	18 16 16 5 11 
䲍	19 4 20 14 
藧	0 23 4 2 
䕻	0 6 12 23 
䒭	0 13 5 20 
繡	23 21 5 9 17 
哧	10 5 14 
鲨	8 8 19 6 
緮	23 19 9 19 
蝦	9 13 7 2 
䮲	2 0 12 22 
檙	18 7 13 13 
閽	20 16 0 9 11 
僘	22 8 12 19 
䯣	12 4 10 12 
䋊	23 6 7 6 
倠	22 22 24 6 
䮺	2 24 9 6 
歏	0 10 6 22 18 
磡	3 0 3 11 
槫	18 6 9 5 
䡖	11 6 22 5 
層	13 20 11 9 
頴	23 5 8 12 
㖃	10 17 6 10 
崃	12 6 14 
灘	8 0 10 24 
㴸	8 20 22 24 
㺅	16 19 16 3 
䦮	20 3 22 9 
㒞	22 12 22 12 
雉	19 3 22 24 
䀭	7 24 13 22 
吗	10 2 6 
趙	5 7 8 4 
蝀	9 6 9 8 
欽	16 16 22 24 
騗	24 13 12 2 
亷	20 19 21 14 
鸃	22 21 6 19 19 
䧰	1 16 14 8 
簦	19 22 6 20 
䴍	12 12 22 14 7 
嘨	10 21 14 9 
梮	18 13 13 10 
麷	18 22 22 20 8 
俭	22 22 6 8 
㯿	18 21 11 13 
㯘	18 5 5 22 
橖	18 8 15 18 
湦	8 9 19 6 
羯	20 3 9 13 
鵸	3 18 10 14 
夅	19 0 7 9 19 
媫	21 7 21 7 
蘤	0 17 4 14 
鵓	5 15 1 14 
赉	6 14 12 
韓	5 9 13 7 
鼜	5 10 20 9 
鬨	7 6 6 22 
聺	1 15 22 8 
韕	13 7 10 1 19 
䮬	2 0 9 3 
缣	23 20 21 
㐄	0 7 10 25 
逍	8 4 15 
擼	17 16 14 9 
㦜	13 0 22 2 
懈	13 16 
搰	17 12 4 6 
潾	8 14 16 7 
当	8 21 
觤	16 4 16 1 
鸭	11 16 24 
雀	8 22 24 5 
䪎	0 5 12 10 
娯	21 10 13 22 
䖀	0 10 10 10 
兇	16 1 16 1 
㱎	11 8 16 22 
喪	5 10 10 4 
嚄	10 0 22 2 
靑	6 12 7 6 22 
鴩	17 22 22 14 
僫	22 6 5 13 
贚	12 20 4 3 14 
䭜	22 24 21 8 11 
鯦	16 14 19 10 
肅	21 5 9 10 
晠	9 3 13 19 
鴟	16 0 24 14 
魚	16 14 20 
襅	15 20 9 5 18 
崋	12 6 0 5 
䫂	16 16 3 12 
鮻	16 14 2 19 
頥	7 0 7 12 
偉	22 13 7 7 
亾	22 13 21 
䥎	16 3 5 4 18 
雒	19 10 22 24 
领	22 24 2 12 
鯑	16 14 16 7 
䄵	19 0 7 9 
䓙	0 19 5 23 
鷼	20 9 22 14 
䤥	16 16 3 1 
㭚	18 19 4 24 
䠘	10 7 19 23 
僌	22 11 19 24 
䵷	5 5 23 6 
㭯	18 1 13 13 
䲌	16 14 5 22 
㲱	19 5 13 13 
萇	0 3 4 20 
䮼	2 14 14 7 
䂃	7 4 11 5 
尳	3 13 12 4 
桷	18 16 4 
㘑	10 5 5 8 
䕹	0 24 22 24 
瀨	8 6 10 12 15 
翽	7 3 6 13 
歊	24 12 10 22 
䯻	3 4 19 10 
撑	17 8 15 
偼	22 7 21 7 
閉	20 5 19 4 
嘉	5 10 20 10 0 
鑋	11 6 21 16 
䏭	4 17 8 24 
䖒	7 0 6 20 
県	7 13 8 20 
奒	3 24 13 22 
朱	17 8 
鍁	16 17 16 22 
餯	22 15 23 4 
敎	16 3 1 19 
偈	22 9 16 
糼	23 11 13 
籀	19 17 16 11 
骀	2 2 10 
纊	23 24 0 22 
跭	10 7 19 7 9 
䈜	19 22 21 2 
譋	24 20 4 6 
竱	20 6 9 5 
礮	3 2 20 16 
糶	1 12 14 24 
䦯	20 6 2 19 
捣	17 16 24 12 
珗	6 19 5 16 
䪺	5 2 3 12 9 
燢	21 16 16 14 20 
嵌	12 0 5 
龀	7 22 1 23 4 
婙	21 16 21 7 
㯍	18 13 7 5 
鮔	16 14 0 13 
暍	9 9 16 13 
绉	23 16 21 
寢	15 13 7 2 
泾	8 2 0 
驽	21 2 2 
巉	12 16 10 24 
團	11 6 9 5 2 
㤻	16 24 19 13 
摚	17 8 15 5 
䚕	6 12 24 16 
絈	23 17 6 
顳	1 1 1 12 
嫯	6 16 19 21 3 
䔫	0 13 7 8 
鬰	18 16 16 4 
熌	14 20 22 24 
矡	2 1 19 2 16 
㮽	18 19 4 2 
獪	16 19 22 9 
㙗	5 11 6 4 
䦥	20 18 18 8 10 
䳝	20 10 22 14 
鏇	16 24 19 7 1 
䊐	14 9 23 23 7 
敼	5 10 20 2 14 
闧	20 5 10 15 
薲	0 15 6 12 
潅	8 17 22 24 
䥴	16 12 22 12 
䳹	22 21 6 2 22 
榹	18 17 7 12 
萞	0 12 22 23 
輻	11 6 10 11 
㼢	0 7 10 13 
掙	17 4 21 7 
髍	12 4 24 18 
沤	8 0 16 
䤰	5 16 22 16 
豍	6 10 20 5 
写	15 6 13 
儍	22 14 1 19 
炊	14 16 22 
聾	20 4 6 1 
閟	20 13 19 4 
縚	23 4 21 6 
﨔	18 8 22 17 
籬	19 24 1 24 
楖	18 21 2 1 
颌	22 6 10 12 9 
磪	3 12 22 24 
縂	23 20 10 13 
䫐	18 18 3 12 
嬉	21 5 10 
刚	12 16 9 
觿	16 4 12 10 
騔	2 9 16 13 
趯	5 7 13 24 
㾶	20 12 4 3 
赤	5 14 
餱	22 15 22 3 
駐	2 24 6 6 
苡	0 13 24 
䞋	12 20 18 16 
㶝	8 8 24 13 
䭐	22 24 21 13 12 
㝦	15 22 24 4 16 
䣖	2 10 2 13 
澕	8 0 6 5 
韌	13 7 10 24 15 
鲩	16 6 15 
鱮	16 14 21 22 
膯	4 22 6 20 
鱽	16 6 21 13 
緂	23 14 14 24 
澠	8 23 6 
賱	12 15 11 7 
権	18 17 22 24 
螐	9 22 13 14 
歆	20 9 16 22 
㩻	16 3 1 2 
鵟	16 19 6 14 21 
綻	23 15 6 7 
㟺	12 11 21 5 
役	19 12 2 
劂	3 20 1 9 
䑰	19 4 7 8 
䗠	24 19 13 9 
齼	7 1 18 7 
熚	14 9 0 5 13 
茚	0 16 6 1 
嬥	21 13 22 24 
驡	20 4 6 2 
㡣	20 15 12 3 
卙	0 3 22 5 23 
鰬	16 14 7 24 
韾	5 13 12 9 
䮿	2 15 5 7 
䵶	16 10 23 6 
䣳	18 6 13 10 
䚏	14 16 0 16 
䱴	16 14 13 6 2 
瓷	20 16 22 13 
䛦	24 22 22 10 0 
蕷	0 2 1 12 23 
間	20 9 3 
綏	23 4 21 6 15 
褩	19 4 12 4 
輱	11 3 6 19 
蹥	10 7 11 15 
藗	0 6 10 15 
巯	2 0 24 
蚪	9 20 5 7 22 
㿀	20 6 24 6 
䞓	5 14 6 0 
焀	14 22 22 10 
鵨	22 5 10 14 
㗫	10 22 5 8 
䕵	0 5 10 14 
䮴	2 22 6 20 
籰	19 7 7 2 
鲧	16 6 19 8 
豀	22 22 10 3 6 
骡	2 11 23 
蕟	0 22 23 2 
紭	23 23 2 24 
䬵	22 24 21 22 
矘	7 8 15 14 
槃	19 4 12 18 
覛	17 4 7 16 
莬	0 16 10 16 
䱛	16 14 0 6 
瓒	6 19 5 12 20 
瑿	0 19 3 24 24 
㤆	13 17 2 24 
廢	24 22 23 2 
䃆	3 0 3 22 
鲋	16 6 22 
漋	8 1 19 6 
飴	22 15 2 10 
趰	5 7 6 16 
躼	19 12 3 4 15 
璃	6 24 1 
斯	0 3 22 17 
鼖	5 0 5 2 
槜	18 22 24 4 
鼕	5 10 20 20 
㲋	16 10 23 23 
溓	8 20 21 14 
珄	6 19 6 6 
鐬	16 7 3 19 
鲲	16 6 9 23 
鹆	22 22 10 6 
龕	22 6 10 3 
厳	8 3 13 19 22 
颔	22 24 13 12 6 
颅	7 13 3 12 
朅	5 2 9 13 
䋌	23 0 13 6 17 
撃	11 12 2 17 
欐	18 6 12 23 
嶲	12 22 24 12 
鴦	12 3 22 14 
砓	3 12 2 24 
匷	0 7 7 24 
噲	10 22 6 9 0 
䦒	20 3 3 
涱	8 3 4 24 
宬	15 3 13 19 
臍	4 24 9 6 
麏	24 13 9 10 
柹	18 19 13 19 
㮿	18 9 0 5 
㐙	6 10 20 13 16 
㠨	12 18 16 5 
挣	17 16 21 7 
鯷	16 14 9 7 15 
䊜	14 6 9 5 
灧	8 3 7 2 
设	24 12 2 
孵	16 24 19 1 
岛	16 24 13 12 20 
㘉	10 19 21 1 
鸹	19 3 16 
襧	15 20 6 16 
臢	4 19 5 12 15 
緝	23 10 1 6 
蘕	0 23 19 15 
裋	15 20 6 20 
軮	11 12 3 24 
鰄	16 14 3 19 8 
漁	8 16 14 24 3 
㽆	8 15 10 13 17 
鼫	21 13 20 3 0 
䰖	3 4 19 12 
犌	19 17 13 2 
䦡	20 15 13 13 24 
凃	20 22 19 24 
洶	8 16 16 1 
㒿	9 24 1 24 
帶	0 16 15 7 
砒	3 23 23 
灡	8 0 20 8 
踲	10 7 17 7 
鮺	20 3 16 14 
蛮	24 14 9 
欠	16 22 
㮌	18 3 12 3 11 
澄	8 22 6 20 
瓎	6 6 10 12 
鳦	22 21 6 13 6 
眄	7 6 7 
䜭	7 15 6 10 
虧	7 0 22 13 
鮾	16 14 4 21 
皸	15 11 7 2 
䐨	5 15 6 2 8 
莈	0 8 12 2 
鳏	16 6 11 8 
䮈	2 16 16 24 
馹	2 9 6 
閤	20 22 6 10 24 
㰒	18 21 16 1 
襜	15 20 16 24 
兤	8 16 24 22 18 
䳞	3 22 5 14 
閲	20 20 10 16 19 
㡗	12 7 17 12 
楎	18 15 11 7 
䢅	21 3 5 4 
蝍	9 21 2 1 
鳮	2 22 21 14 
釼	16 21 24 24 9 
兼	20 21 14 
灛	8 20 10 5 
掶	17 24 21 22 
㒨	22 21 19 13 
䮌	2 22 18 24 
嗸	6 16 19 10 
燍	14 0 3 17 
鸝	6 12 24 14 
䥥	16 20 19 14 
㴲	8 17 7 12 
縳	23 6 9 5 
䒍	20 15 24 2 19 
㼽	3 16 16 13 
懒	13 6 10 12 
碨	3 11 6 4 
閛	20 6 20 7 
骖	2 2 3 
䁣	7 6 9 5 
嵗	12 3 6 19 16 
㸈	22 24 22 14 
蠄	9 22 24 2 
驄	2 19 11 13 
鶣	24 13 12 14 
偿	22 8 
閾	20 0 10 6 
䰣	17 16 2 16 3 
虍	7 0 21 
弻	23 6 11 23 
簵	19 11 19 10 11 
褐	15 20 9 13 12 
慡	13 3 16 16 
馨	5 13 12 
荄	0 24 13 22 
条	19 18 
矍	7 7 22 
匘	23 21 19 16 
邾	17 8 1 
䡧	11 22 13 14 
鱉	20 12 8 14 
凘	20 0 3 17 
髖	12 4 15 24 23 
造	19 5 10 15 
輁	11 0 22 24 
䴦	24 13 9 24 
狴	16 19 23 5 
乁	24 24 11 11 
潍	8 23 22 
幱	12 7 20 8 
䎣	3 8 13 22 
觛	16 4 9 6 
雂	22 24 13 24 14 
䃵	3 24 2 4 
婁	11 21 5 13 
瓁	6 0 22 2 
幆	12 7 9 13 
㘭	5 23 13 13 
频	7 8 3 
絬	23 19 3 6 
䣃	17 7 1 7 
䋬	23 6 3 13 
䴞	7 11 14 24 
㙄	5 23 23 5 
鼨	21 13 20 20 
滁	8 1 22 
鰮	16 14 11 11 
撅	17 3 20 22 
留	16 24 21 11 
鳋	16 6 2 9 
㛂	21 17 2 13 
礸	3 19 5 12 
靆	5 5 2 15 
憴	13 23 6 
亡	24 13 21 
䶜	7 1 19 10 
㺶	6 20 5 7 
販	12 17 2 24 15 
䞈	12 4 19 14 
軹	11 10 22 24 
吺	10 12 2 24 
産	20 19 19 6 
㢝	24 16 14 19 
轜	11 5 3 9 
髅	12 4 14 
㤱	13 6 10 20 
饍	22 15 20 10 
驷	2 11 6 
城	5 3 
駱	2 19 10 6 
㲊	7 15 6 2 
饘	22 15 24 6 8 
鮼	16 14 21 2 
欲	22 22 10 22 14 
䭢	22 24 21 18 16 
逧	22 22 10 15 
䛥	24 16 3 7 
佥	22 6 8 5 
鰜	16 14 20 14 
紙	23 16 0 13 
䔽	0 8 9 13 
饭	16 13 17 
䅙	19 9 23 23 23 
駴	2 0 0 7 
䠆	10 7 3 4 6 
鍟	16 9 19 6 
乌	16 13 6 16 
堨	5 9 16 13 
矛	2 1 19 
鴓	13 19 22 14 
鶁	24 8 22 14 
鵞	19 17 13 14 9 
鼈	20 12 8 21 
潗	8 22 24 18 
薋	0 20 16 12 
輤	11 6 4 6 
鏮	16 24 21 8 
醴	18 6 12 20 
赱	5 20 24 20 
鬝	3 4 20 9 19 
笥	19 13 6 
縓	23 3 17 8 
䴇	5 22 24 14 19 
凍	20 6 9 8 
縧	23 22 7 18 
摪	17 13 7 5 
䎞	5 19 9 13 20 
鍜	16 13 7 2 
诤	24 16 21 7 20 
瀕	8 7 8 12 9 
蹞	10 7 23 12 3 
㸯	19 17 20 5 
瘾	20 1 16 
闣	20 8 15 11 
㤴	13 1 13 13 
戳	13 22 24 0 
熣	14 12 22 24 18 
駶	2 13 13 10 
繺	23 16 21 14 
鎃	16 8 17 4 
藹	0 24 9 13 
鸖	5 22 24 14 14 
鱩	16 14 5 11 
齊	24 9 5 17 
䨶	5 2 7 13 
䍶	20 3 6 8 
㭻	18 8 12 10 
婿	21 13 7 4 
緅	23 1 2 24 
㜕	21 11 15 24 
狳	16 19 22 19 
茪	0 8 16 1 
慶	24 13 9 19 
獎	13 7 3 3 16 
漣	8 11 15 24 
繍	23 21 14 9 
㵌	8 19 17 7 
䫠	4 6 8 12 
悵	13 3 4 24 
䋔	23 6 8 6 
揩	17 23 23 17 
䮙	2 0 10 6 
慿	20 6 7 13 
顜	5 9 6 12 
㱾	24 13 19 2 
篳	19 9 0 5 
駼	2 22 19 24 6 
㷎	14 9 16 13 
增	5 20 
龏	20 4 6 0 
逅	17 6 10 15 
結	23 5 10 6 
灁	8 20 17 8 
単	8 9 5 9 
瑖	6 22 3 2 
鼲	21 13 20 11 24 
縍	23 20 15 24 
鯳	16 14 24 24 2 
鑃	16 13 22 24 23 
飽	22 15 16 13 
頺	19 4 3 12 
鱋	16 14 7 6 
鳺	5 22 22 14 
胷	16 16 1 4 
䮻	2 5 13 5 
䛩	24 6 5 6 
蘿	0 11 23 24 
顸	5 3 12 24 
範	19 11 1 1 
题	9 6 7 12 19 
䅡	19 3 12 24 
䶁	5 10 20 9 4 
㧣	17 17 8 24 
酙	18 6 20 5 
䶬	5 5 20 3 
敍	22 19 7 2 
然	16 3 
鷝	9 0 5 14 
縸	23 0 9 3 
㙶	24 8 15 5 
莺	0 15 16 
㧨	17 17 6 10 
䨊	22 24 22 6 
䦆	16 7 7 2 
㬠	9 16 21 14 
磵	3 20 9 6 3 
揕	17 0 3 13 
﨡	9 19 6 6 
毭	6 10 20 13 17 
㨑	17 16 1 19 
䗳	9 22 6 20 
㡠	12 7 22 20 
硲	3 22 22 10 
撸	17 16 6 
尚	8 12 10 5 22 
䖘	7 0 12 24 
䍑	12 16 16 5 
鳬	22 21 6 12 14 
勉	16 10 16 11 
紐	23 13 5 6 
你	22 16 
漀	5 13 12 8 
鲌	16 6 17 6 
緓	23 0 12 3 
䆇	19 12 22 14 
䋙	23 1 6 
骠	2 18 5 
㠊	12 7 0 6 
㒟	22 24 2 4 22 
䇫	19 0 7 7 
渎	8 5 13 3 
恆	13 6 7 6 
偭	22 3 12 3 10 
揤	17 21 2 1 
噡	10 16 3 24 
䰿	16 14 19 1 12 
㸝	19 7 6 22 14 
㨝	17 13 8 4 20 
㜙	21 24 13 23 
嵰	12 20 21 14 0 
䥧	16 7 15 7 
鄇	22 13 19 1 
摌	17 20 19 6 
攙	17 16 10 24 
鲟	16 6 21 
蓈	0 24 21 1 
觖	16 4 13 
倎	22 12 0 22 
簌	19 6 10 22 
䳙	12 6 13 14 
噅	10 4 19 14 
买	13 20 3 20 
飹	22 15 16 1 
隹	22 24 6 
龗	5 10 10 3 
烻	14 19 7 15 
雁	3 22 22 
䂂	7 7 7 24 
䬰	22 24 21 10 10 
纏	23 24 9 5 11 
鹈	20 23 7 6 
廗	24 0 16 7 
嵧	12 16 24 11 
躕	10 7 24 5 20 
脆	4 16 3 
嗗	10 12 4 6 
篧	19 15 22 24 
傻	22 19 11 19 
䡡	11 23 23 17 
糉	14 16 1 19 
既	21 2 0 
鰵	19 23 6 14 
鱇	16 14 24 8 19 
荜	0 23 23 5 
崬	12 6 9 8 
䦔	20 9 6 3 
獬	16 19 16 7 18 
㼯	6 9 8 13 
䰷	16 14 3 7 
苝	0 20 23 1 
魋	17 16 2 24 8 
簯	19 18 0 22 
絢	23 16 9 6 
榇	18 20 18 
歒	20 12 3 22 
䔇	0 12 6 20 
䬢	22 24 21 21 
酽	18 6 6 3 
縠	5 15 6 2 24 
㷸	14 9 6 5 22 
