Class name	IDS Label Sequece
駶	0 2 79 267 5 148 2 478 129 
繺	0 1 159 62 1 0 1 469 215 161 267 
鎃	0 166 0 185 5 480 93 
藹	1 133 0 156 1 152 2 210 4 498 137 
鸖	0 1 146 474 2 67 267 
鱩	0 1 1 469 240 267 1 146 240 
齊	1 1 158 0 0 271 346 81 0 0 207 177 151 
䨶	1 1 146 178 3 57 163 
䍶	0 243 496 
㭻	0 170 1 475 6 220 129 
婿	0 145 1 470 157 
緅	0 1 159 62 0 231 175 
㜕	0 145 4 228 476 
狳	0 298 1 1 137 139 490 
茪	1 133 1 475 144 
慶	5 224 1 58 1 265 1 188 248 
獎	1 0 290 1 73 266 239 
漣	0 185 4 228 476 
繍	0 1 159 62 535 
㵌	0 185 0 165 5 480 1 197 163 
䫠	0 1 216 1 232 129 471 
悵	0 153 1 1 59 139 60 
䋔	0 1 159 62 1 232 139 
揩	0 209 1 473 300 
䮙	0 2 79 267 2 136 1 129 139 
慿	1 0 222 2 79 227 188 
顜	0 1 1 181 139 182 471 
㱾	0 510 1 154 175 
篳	1 11 531 
駼	0 2 79 267 1 1 137 139 490 
㷎	0 234 1 152 2 210 4 498 137 
增	0 141 1 128 1 9 286 475 152 
龏	1 0 1 147 157 80 227 
逅	4 228 5 480 1 139 129 
結	0 1 159 62 1 233 129 
灁	0 185 6 0 491 492 1 300 287 
単	1 487 19 
瑖	0 226 0 86 1 154 175 
鼲	0 1 193 71 1 195 476 
縍	0 1 159 62 1 1 1 158 128 195 191 
鯳	0 1 1 469 240 267 5 224 1 331 155 
鑃	0 166 1 0 183 183 474 
飽	0 1 137 1 155 61 225 
頺	0 1 135 327 471 
鱋	0 1 1 469 240 267 5 343 311 
鳺	0 293 2 67 267 
胷	1 2 210 3 308 213 157 
䮻	0 2 79 267 1 1 1 1 233 265 149 139 0 129 266 
䛩	0 156 1 1 139 91 139 
蘿	1 133 1 190 0 1 159 62 474 
顸	0 212 508 
範	1 11 0 476 205 
题	4 1 152 1 139 171 508 
䅡	0 135 471 
䶁	1 0 1 197 485 1 197 175 1 287 152 
㧣	0 209 511 
酙	0 257 502 
䶬	1 0 212 212 0 1 147 157 80 
敍	0 1 1 137 139 490 1 219 175 
然	1 0 73 239 267 
鷝	0 531 2 67 267 
縸	0 1 159 62 1 133 1 152 140 
㙶	1 1 158 129 1 1 1 475 195 129 141 
莺	1 1 133 195 2 76 139 
㧨	0 209 5 480 1 139 129 
䨊	1 1 474 0 474 474 9 0 376 290 139 
䦆	0 221 1 1 0 163 163 474 175 
㬠	0 152 1 0 1 469 215 161 267 
磵	0 179 6 0 491 492 152 
揕	0 209 1 68 8 211 130 
﨡	0 258 477 
毭	0 485 279 
㨑	0 209 1 1 3 308 213 143 248 
䗳	0 258 1 413 485 
㡠	0 186 1 413 485 
硲	0 179 509 
撸	0 209 1 1 1 469 240 139 152 
尚	1 475 6 220 129 
䖘	0 5 343 154 8 1 469 56 155 
䍑	1 6 220 0 213 213 212 
鳬	2 67 154 
勉	4 1 469 56 238 
紐	0 1 159 62 275 
你	0 131 1 469 206 
漀	1 0 1 233 336 1 154 175 287 
鲌	0 1 1 469 240 139 300 
緓	0 1 159 62 1 133 329 
䆇	0 135 6 154 2 67 267 
䋙	0 1 159 62 231 
骠	0 2 96 139 1 264 358 
㠊	0 249 5 343 114 
㒟	0 131 1 1 158 2 79 267 150 
䇫	1 11 515 
渎	0 185 1 197 1 265 484 
恆	0 153 1 1 139 108 139 
偭	0 131 1 391 9 286 69 
揤	0 209 0 61 380 
噡	0 129 5 1 469 285 1 130 156 
䰿	0 1 1 469 240 267 1 189 333 
㸝	0 376 472 
㨝	0 209 5 148 1 475 157 
㜙	0 145 5 224 1 58 473 
嵰	0 249 1 306 75 
䥧	0 166 5 1 219 123 1 1 139 143 1 137 163 
鄇	0 0 131 1 495 1 189 140 217 
摌	0 209 5 1 1 158 128 285 477 
攙	0 209 1 1 1 469 129 473 8 1 469 56 155 
鲟	0 1 1 469 240 139 1 215 266 
蓈	1 133 0 1 155 61 217 
觖	0 500 349 
倎	0 131 1 94 143 
簌	1 11 0 302 472 
䳙	0 1 381 256 2 67 267 
噅	0 129 501 
买	1 265 484 
飹	0 1 137 1 155 61 386 
隹	474 
龗	1 1 146 0 0 129 129 129 0 1 147 157 80 
烻	0 234 4 235 1 207 87 
雁	5 285 0 131 474 
䂂	0 163 1 0 163 163 474 
䬰	0 1 137 1 155 61 1 271 129 
纏	0 1 159 62 5 224 1 1 274 130 141 
鹈	0 1 128 18 2 76 139 
廗	5 224 1 1 90 195 186 
嵧	0 249 1 0 88 271 240 
躕	0 1 129 168 5 224 0 1 197 485 266 
脆	0 157 5 1 469 285 205 
嗗	0 129 1 82 157 
篧	1 11 89 
傻	0 131 1 1 9 1 207 286 213 130 488 
䡡	0 476 1 473 300 
糉	0 218 1 1 3 308 213 143 248 
既	0 61 368 
鰵	1 0 1 189 223 161 1 1 469 240 267 
鱇	0 1 1 469 240 267 5 224 486 
荜	1 133 1 473 197 
崬	1 249 496 
䦔	6 0 491 492 1 152 139 
獬	0 298 0 500 1 271 301 
㼯	0 496 365 
䰷	0 1 1 469 240 267 214 
苝	1 133 0 78 169 
魋	4 314 474 
簯	1 11 0 170 1 1 68 139 143 
絢	0 1 159 62 2 210 152 
榇	0 170 1 147 490 
歒	0 1 1 158 128 6 220 1 197 129 472 
䔇	1 133 1 249 485 
䬢	0 1 137 1 155 61 271 
酽	0 257 1 1 139 109 285 
縠	0 1 1 1 233 195 139 162 1 154 175 
㷸	0 234 1 152 72 
纀	0 1 159 62 0 131 1 1 311 306 293 
牚	1 1 1 475 195 129 313 
䵼	1 0 290 1 73 266 3 57 163 
歁	0 1 68 8 211 130 472 
幺	159 
蝕	0 1 137 1 155 61 258 
蒦	1 133 1 474 175 
携	0 209 1 474 327 
䴏	0 1 1 134 9 0 78 169 129 267 2 67 267 
䤨	0 166 5 480 93 
㜌	0 1 1 1 233 195 139 145 1 154 175 
䳇	0 223 2 67 267 
斕	0 277 6 0 491 492 364 
駍	0 2 79 267 7 212 128 
給	0 1 159 62 1 1 137 139 129 
輢	0 476 1 140 2 167 129 
鵐	0 7 149 0 137 137 2 67 267 
轖	0 476 1 7 141 0 137 137 9 286 129 
谽	0 509 1 1 1 137 155 355 129 
曕	0 152 5 1 469 285 1 130 156 
䱉	0 1 1 469 240 267 278 
䚘	0 0 165 500 1 139 167 
絽	0 1 159 62 1 129 129 
乘	7 135 0 78 169 
萧	1 133 505 
罵	1 190 2 79 267 
顔	0 5 1 1 158 128 285 216 471 
鳒	0 1 1 469 240 139 1 306 75 
亀	1 469 42 
䲯	0 310 2 67 267 
鱗	0 1 1 469 240 267 1 218 0 204 493 
塢	0 141 2 95 267 
䅋	0 135 1 469 56 
褭	1 1 158 2 79 267 150 
鱵	0 1 1 469 240 267 1 11 6 9 17 139 129 
閙	6 0 491 492 1 158 186 
歂	0 1 249 284 472 
疏	0 563 1 1 158 178 9 130 151 
䴥	5 1 1 224 58 473 0 238 129 
䟴	0 1 129 168 5 285 1 177 60 
㪱	0 277 1 1 469 6 220 143 140 
鯵	0 1 1 469 240 267 1 1 178 140 216 
瘢	5 201 0 288 1 154 175 
䫏	0 1 1 68 139 143 471 
薩	1 133 0 217 5 1 1 158 128 285 477 
䥾	0 221 1 195 2 77 139 
䋃	0 1 159 62 279 
晩	0 152 1 469 56 
䮣	0 2 79 267 1 1 175 0 175 175 170 
襘	0 173 1 1 137 139 1 9 286 475 152 
禠	0 254 5 480 5 343 154 
䪚	0 1 1 503 129 493 1 152 0 183 183 
蕭	1 133 497 
㠏	0 249 1 133 72 
繳	0 1 159 62 0 1 300 191 161 
輊	0 476 1 1 139 178 141 
騯	0 2 79 267 1 1 1 158 128 195 191 
瀬	0 185 0 302 471 
軷	0 476 4 5 174 175 155 
䶉	0 1 193 71 1 0 88 271 240 
䕀	1 133 0 1 233 358 472 
璾	0 226 1 1 158 0 0 271 346 81 0 0 207 177 151 
繟	0 1 159 62 1 0 129 129 19 
愒	0 153 1 152 2 210 4 498 137 
龥	0 1 1 1 137 139 0 0 129 129 129 6 220 245 471 
毐	1 233 519 
䪿	0 9 1 207 286 213 471 
䮖	0 2 79 267 1 152 152 
噁	0 129 1 1 1 139 91 139 188 
労	1 1 487 195 238 
赡	0 292 5 1 469 285 1 130 156 
擕	0 209 1 474 100 
鏎	0 166 531 
巑	0 249 1 0 1 489 130 1 489 130 1 163 143 
赩	0 1 141 63 1 469 268 
䮊	0 2 79 267 375 
䊒	0 218 474 
䆋	0 135 518 
慺	0 153 1 65 145 
谺	0 509 313 
䳱	1 0 247 1 248 238 2 67 267 
鉰	0 166 2 478 1 139 129 
䴑	0 1 1 240 0 240 240 1 142 278 2 67 267 
䥉	0 166 1 142 8 1 469 56 155 
趎	4 1 141 171 511 
㱉	0 1 311 1 306 363 472 
廯	5 224 0 1 1 469 240 267 243 
塅	0 141 0 86 1 154 175 
戼	564 
砜	0 179 6 154 213 
簹	1 11 1 1 1 475 195 129 240 
㫈	1 0 191 1 137 373 536 
䯃	0 2 96 139 1 142 145 
䪝	0 1 1 503 129 493 1 133 1 474 175 
䕒	1 133 1 1 197 485 0 238 129 
骇	0 2 96 139 510 
蠁	1 0 406 0 1 155 61 217 258 
䭑	0 1 137 1 155 61 1 306 75 
聲	1 0 1 233 336 1 154 175 231 
睑	0 163 1 1 1 137 139 487 139 
鳧	1 2 67 267 154 
娩	0 145 1 469 56 
瓪	4 365 5 480 175 
縅	0 1 159 62 6 9 17 139 145 
麚	5 1 1 224 58 473 0 105 1 526 175 
獱	0 298 1 1 142 1 139 504 1 163 143 
㭸	0 170 8 1 469 56 155 
铛	0 221 1 475 215 
鑔	0 166 1 142 1 0 73 74 358 
䬫	0 1 137 1 155 61 1 331 155 
綰	0 1 159 62 1 142 176 
閮	6 0 491 492 4 235 1 207 233 
殯	0 319 1 1 142 1 139 504 1 163 143 
雊	0 2 210 129 474 
滷	0 185 1 219 9 286 64 
鹔	0 505 2 76 139 
捿	0 209 1 83 145 
綘	0 1 159 62 1 248 214 
䖚	0 5 343 154 2 95 267 
㯗	0 170 6 0 491 492 170 
㔢	1 0 1 159 62 1 469 268 238 
䮞	0 2 79 267 1 316 152 
艭	0 288 1 0 474 474 175 
穢	0 135 1 168 6 9 17 139 504 
嵦	0 249 1 249 485 
糦	0 218 1 1 197 485 129 
頎	0 282 471 
馦	0 1 135 152 1 306 75 
䲠	0 1 1 469 240 139 1 316 152 
㺏	0 298 1 65 145 
䙟	0 173 9 286 1 1 503 129 493 
霄	1 146 1 475 157 
瘕	5 201 0 105 1 526 175 
崐	0 249 1 152 473 
䔮	1 133 0 1 1 68 139 143 282 
賾	0 515 1 347 1 163 143 
莱	1 133 525 
㩲	0 209 1 133 1 0 129 129 474 
鵚	0 1 135 154 2 67 267 
餧	0 1 137 1 155 61 1 135 145 
琑	0 226 1 475 157 
絚	0 1 159 62 1 1 139 108 139 
䯪	0 1 1 158 129 6 220 129 471 
䗢	0 258 4 228 1 489 129 
鶕	0 1 147 152 2 67 267 
䜵	0 485 353 
穱	0 135 1 1 260 190 0 61 266 
骚	0 2 96 139 1 9 175 155 258 
挄	0 209 1 475 144 
鲄	0 1 1 469 240 139 2 167 129 
祃	0 254 2 96 139 
粻	0 218 1 1 59 139 60 
璴	0 226 1 0 170 170 470 
䫯	0 0 191 1 140 2 167 129 471 
䪖	0 1 1 503 129 493 1 1 189 152 248 
䴠	5 1 1 224 58 473 1 207 140 
涣	0 185 1 1 469 220 140 
騸	0 2 79 267 5 251 0 183 183 
䬡	1 5 262 152 512 
䮸	1 3 1 0 70 215 195 1 213 213 2 79 267 
䲐	0 1 1 469 240 267 5 343 1 240 238 
鯝	0 1 1 469 240 267 9 286 1 197 129 
聻	1 0 185 0 476 282 231 
䩅	0 1 391 9 286 69 353 
騕	0 2 79 267 1 264 145 
摧	0 209 1 249 474 
竉	1 1 142 143 0 1 147 157 80 
輫	0 476 138 
㒯	0 1 475 144 1 133 72 
驱	0 2 96 139 8 211 213 
熴	0 234 1 249 1 152 473 
頵	0 5 317 129 471 
孪	1 1 158 63 309 
殹	0 8 211 1 189 140 1 154 175 
傦	0 131 1 82 157 
総	0 1 159 62 1 1 143 178 188 
㐃	1 565 151 
緯	0 1 159 62 1 1 503 129 493 
靧	0 1 391 9 286 69 1 1 337 139 1 163 143 
䎫	0 401 1 1 3 308 213 143 248 
绝	0 297 1 469 268 
栙	0 170 1 248 493 
髊	0 1 82 157 5 243 149 
藮	1 133 0 170 1 474 267 
觫	0 500 302 
䘱	1 1 158 509 150 
褵	0 173 1 1 158 3 308 213 463 
䶱	0 1 248 373 518 
反	5 480 175 
噒	0 129 1 218 0 204 493 
鯄	0 1 1 469 240 267 369 
搫	1 0 288 1 154 175 374 
䳔	1 193 2 67 267 
羻	0 243 5 224 1 58 1 265 1 188 248 
鉳	0 166 0 78 169 
騥	0 2 79 267 1 247 170 
俥	0 131 476 
湾	0 185 1 1 158 63 164 
歔	0 5 343 311 472 
諮	0 156 1 0 222 472 129 
鵹	1 0 135 2 210 207 2 67 267 
騀	0 2 79 267 359 
腵	0 157 0 105 1 526 175 
彃	0 164 531 
鲸	0 1 1 469 240 139 1 1 158 129 206 
鮵	0 1 1 469 240 267 1 128 1 129 130 
䃳	0 179 1 1 198 9 286 213 71 
鼢	0 1 193 71 1 143 271 
䬺	0 1 137 1 155 61 243 
櫣	0 170 4 228 1 133 476 
嚥	0 129 1 1 134 9 0 78 169 129 267 
蕸	1 133 4 228 0 105 1 526 175 
䱣	0 1 1 469 240 267 1 1 158 0 137 137 197 
䵔	0 1 135 1 137 325 496 
黋	4 1 475 144 1 134 1 1 139 381 143 
䱇	0 1 1 469 240 267 1 152 139 
嬽	0 145 1 125 140 
䛫	0 156 1 1 59 139 60 
騉	0 2 79 267 1 152 473 
䚧	0 500 1 0 183 183 1 137 216 
繰	0 1 159 62 1 1 129 0 129 129 170 
緼	0 1 159 62 1 152 330 
蹍	0 1 129 168 5 148 1 241 60 
颿	0 2 79 267 6 154 1 207 258 
藴	1 133 0 1 159 62 1 152 330 
豒	0 1 84 485 1 128 18 
檷	0 170 1 139 1 143 7 186 0 1 213 213 1 213 213 
項	0 149 471 
颐	0 515 508 
䜞	0 156 1 1 158 0 0 271 346 81 0 0 207 177 151 
恍	0 153 1 475 144 
酄	0 1 133 1 0 129 129 474 217 
鏟	0 166 5 1 1 158 128 285 477 
䪘	0 1 1 503 129 493 1 152 1 139 171 
㶑	0 185 0 1 1 1 137 139 0 129 129 0 137 137 472 
躯	0 320 8 211 213 
絥	0 1 159 62 0 131 239 
驨	0 2 79 267 1 1 249 474 6 220 1 143 129 
䴋	0 2 67 267 1 1 190 1 139 129 150 
䠀	0 1 129 168 1 475 6 220 129 
䈧	1 11 542 
紜	0 1 159 62 1 177 178 
鸚	0 1 0 1 163 143 1 163 143 145 2 67 267 
虀	1 133 1 1 158 0 0 271 346 81 1 138 139 
蠬	0 258 0 1 147 157 80 
樤	0 170 0 0 131 151 1 248 490 
暟	0 152 1 249 485 
垂	419 
栫	0 170 5 113 309 
鏽	0 166 497 
媔	0 145 1 391 9 286 69 
鴌	1 1 139 140 2 67 267 
灒	0 185 1 0 1 489 130 1 489 130 1 163 143 
頊	0 226 471 
䮘	0 2 79 267 1 193 130 
薼	1 133 5 1 1 224 58 473 141 
鳆	0 1 1 469 240 139 1 1 189 152 248 
譫	0 156 5 1 469 285 1 130 156 
鲬	0 1 1 469 240 139 1 299 6 220 25 
輪	0 476 1 1 137 139 6 220 245 
㟃	0 249 2 478 1 139 129 
爗	0 234 1 152 1 133 72 
瓽	1 1 1 475 195 129 365 
橃	0 170 1 413 0 164 1 154 175 
鏨	1 0 476 282 166 
曪	0 152 1 190 0 1 159 62 474 
㲂	0 1 475 6 220 129 1 154 175 
荳	1 133 485 
㝺	0 1 306 75 1 206 207 
駅	0 2 79 267 394 
㵍	0 185 6 0 491 492 188 
赵	4 1 141 171 213 
鮉	0 1 1 469 240 267 1 271 129 
扟	0 209 2 447 197 
橕	0 170 1 1 1 475 195 129 313 
赘	1 0 1 347 0 207 478 161 292 
矖	0 163 1 0 1 139 6 220 139 1 139 6 220 139 5 224 1 58 473 
鼘	1 0 1 197 485 1 197 175 9 0 376 290 139 
騈	0 2 79 267 0 1 207 212 1 207 212 
㠩	1 4 498 137 9 130 151 
䭈	0 1 137 1 155 61 4 235 307 
弒	0 1 213 4 170 155 2 289 149 
鲣	0 1 1 469 240 139 1 0 361 175 141 
䖇	1 133 1 1 0 0 170 261 170 195 0 1 3 308 64 169 216 
輮	0 476 1 247 170 
﨏	0 141 509 
駻	0 2 79 267 1 152 212 
僬	0 131 1 474 267 
濎	0 185 3 57 163 
麺	0 1 347 248 1 391 9 286 69 
鯋	0 1 1 469 240 267 0 185 1 206 207 
綦	1 1 1 68 139 143 162 
酈	0 1 0 1 139 6 220 139 1 139 6 220 139 5 224 1 58 473 217 
縛	0 1 159 62 1 246 266 
䟋	4 1 141 171 5 1 469 285 1 130 156 
嫝	0 145 5 224 486 
䘲	0 173 1 1 215 195 175 
卻	0 509 380 
暈	1 152 1 195 476 
㑙	0 131 5 231 498 
隆	0 217 1 248 1 139 477 
䍤	1 190 1 1 158 0 0 271 346 81 0 0 207 177 151 
荈	1 133 0 204 493 
簾	1 11 5 224 1 306 75 
轈	0 476 1 198 196 
啣	0 129 0 1 189 104 380 
棖	0 170 1 1 59 139 60 
魶	0 1 1 469 240 267 132 
骄	0 2 96 139 1 1 207 140 0 207 151 
湛	0 185 1 68 8 211 130 
顆	0 196 471 
循	0 165 5 480 1 197 163 
䭎	0 1 137 1 155 61 1 202 170 
㝹	1 1 206 207 8 1 469 56 155 
鴈	5 285 0 131 2 67 267 
䫦	0 1 1 141 178 330 471 
䶂	0 1 193 71 2 210 155 
恟	0 153 2 210 3 308 213 
婽	0 145 0 105 1 526 175 
欦	0 1 1 137 155 355 472 
㺥	0 298 1 1 1 469 129 473 8 1 469 56 155 
煅	0 234 0 86 1 154 175 
骳	0 1 82 157 353 
禼	1 1 219 9 286 213 463 
鸩	0 328 2 76 139 
塱	1 0 1 155 61 157 141 
將	0 290 1 73 266 
騤	0 2 79 267 1 413 1 139 140 
穠	0 135 1 352 5 285 1 177 60 
䮏	0 2 79 267 1 357 129 
絩	0 1 159 62 397 
䅹	0 135 1 65 145 
鳄	0 1 1 469 240 139 1 0 129 129 1 139 256 
謁	0 156 1 152 2 210 4 498 137 
䝔	0 269 1 133 1 0 129 129 474 
漿	1 0 290 1 73 266 287 
䰝	0 1 1 139 129 6 220 1 128 1 139 151 1 128 1 9 286 475 152 
羲	1 1 306 141 115 
䨯	1 146 0 217 496 
篪	1 11 5 480 5 343 154 
緁	0 1 159 62 390 
䊠	1 0 61 368 218 
駫	0 2 79 267 1 475 144 
曻	1 431 0 204 493 
鶝	0 1 1 139 129 240 2 67 267 
喩	0 129 1 1 137 139 0 157 0 529 529 
䡞	1 1 163 140 476 
觵	0 500 1 1 241 381 143 
駌	1 0 204 205 2 79 267 
娠	0 145 5 285 1 177 60 
鴧	0 1 142 154 2 67 267 
喂	0 129 1 1 240 139 60 
㩠	0 209 5 1 1 224 58 473 267 
縄	0 1 159 62 42 
鹽	1 0 291 1 189 1 219 9 286 64 330 
錏	0 166 1 1 139 91 139 
櫉	0 170 5 285 0 1 197 485 266 
繐	0 1 159 62 1 66 188 
䳑	0 5 174 157 2 67 267 
矉	0 163 1 1 142 1 139 504 1 163 143 
鲮	0 1 1 469 240 139 1 1 141 143 248 
勸	0 1 133 1 0 129 129 474 238 
鴯	0 284 2 67 267 
漵	0 185 0 1 1 137 139 490 161 
㨪	0 209 1 152 1 475 144 
鵧	0 1 128 1 139 227 2 67 267 
䋋	0 1 159 62 180 
㭛	0 170 5 480 93 
㴐	0 185 0 163 538 
絹	0 1 159 62 1 129 157 
薎	1 1 1 482 190 195 0 131 136 
资	1 0 222 472 292 
䱁	0 1 1 469 240 267 400 
郪	0 1 83 145 217 
鴤	0 2 67 267 1 248 373 
頔	0 381 471 
䇬	1 11 511 
纈	0 1 159 62 0 1 233 129 471 
涎	0 185 4 235 1 207 87 
閕	6 0 491 492 313 
㪩	0 497 1 219 175 
䭊	0 1 137 1 155 61 1 133 329 
㒇	0 131 1 1 1 189 483 139 267 
鹙	1 0 135 234 2 76 139 
摖	0 209 1 0 73 74 358 
选	4 228 1 489 130 
䑴	0 288 1 1 68 139 143 
㻈	0 226 5 480 1 139 129 
㫇	1 0 191 1 137 373 550 
揯	0 209 0 153 1 1 139 108 139 
䋪	0 1 159 62 0 217 2 167 129 
餟	0 1 137 1 155 61 1 0 175 175 0 175 175 
䲙	0 1 1 469 240 267 1 11 0 61 380 
姝	0 145 511 
戲	0 5 343 485 136 
嘝	0 129 0 500 502 
膺	5 224 1 0 131 474 157 
蛍	1 1 487 195 258 
䲜	0 1 1 1 469 240 267 1 1 469 240 267 1 1 1 469 240 267 1 1 469 240 267 
㾳	5 201 1 0 222 472 145 
軌	0 476 237 
之	281 
鶻	0 1 82 157 2 67 267 
㰡	0 1 137 0 207 151 472 
骗	0 2 96 139 5 251 6 220 245 
珔	0 226 5 113 309 
䡰	1 0 1 233 336 1 154 175 476 
滌	0 185 0 0 131 151 1 248 490 
癶	413 
吹	0 129 472 
㟜	1 249 0 164 1 469 206 
瀌	0 185 5 1 1 224 58 473 267 
隑	0 217 1 249 485 
㢑	5 224 1 474 197 
㕳	0 129 3 308 213 
觧	0 500 243 
䇧	1 11 541 
鲑	0 1 1 469 240 139 1 141 141 
滭	0 185 531 
倱	0 131 1 152 473 
俹	0 131 1 1 139 91 139 
乕	5 480 126 
問	6 0 491 492 129 
餵	0 1 137 1 155 61 1 1 240 139 60 
㲈	1 0 1 233 336 1 154 175 1 271 129 
倾	0 131 0 169 508 
㲖	0 1 475 157 279 
額	0 1 142 1 248 129 471 
猟	0 298 1 487 6 154 25 
訁	566 
桸	0 170 1 213 5 174 186 
啸	0 129 505 
濃	0 185 1 352 5 285 1 177 60 
䱓	0 1 1 469 240 267 4 235 1 207 233 
憪	0 153 6 0 491 492 157 
䚢	0 500 1 202 170 
㩶	0 209 1 11 1 139 1 143 7 186 0 1 213 213 1 213 213 
姒	0 145 522 
捗	0 209 1 168 504 
滪	0 185 0 342 508 
䯜	0 1 82 157 1 152 2 210 0 207 207 
僆	0 131 4 228 476 
鸛	0 1 133 1 0 129 129 474 2 67 267 
鱄	0 1 1 469 240 267 1 66 266 
坒	1 473 141 
陟	0 217 1 168 504 
橌	0 170 6 0 491 492 157 
亐	1 139 117 
鄶	0 1 1 137 139 1 9 286 475 152 217 
潇	0 185 1 133 505 
糺	0 1 159 62 341 
膷	0 157 0 406 0 1 155 61 217 
菄	1 133 496 
欅	0 170 1 3 1 1 0 70 215 139 143 2 77 207 374 
巃	1 249 0 1 147 157 80 
鼃	1 1 141 141 533 
酷	0 257 1 489 129 
䡟	0 476 1 12 197 
䰔	1 0 270 216 1 0 288 1 154 175 330 
㸐	1 0 1 134 30 474 267 
軅	0 320 5 285 0 131 474 
諧	0 156 1 473 300 
䂹	0 179 1 9 469 373 234 
㬄	1 152 5 285 1 141 63 
梟	2 67 170 
轣	0 476 5 285 1 0 135 135 168 
飙	0 1 239 0 239 239 6 154 213 
麵	0 1 7 170 0 137 137 248 1 391 9 286 69 
逓	4 228 5 480 126 
唌	0 129 4 235 1 207 87 
㿑	5 201 1 0 183 183 474 
懏	0 153 1 474 100 
㙾	0 141 1 3 1 0 70 215 195 1 213 213 309 
継	0 1 159 62 4 498 218 
漩	0 185 0 191 1 189 470 
䊥	0 218 497 
攧	0 209 0 1 197 1 26 143 471 
续	0 297 1 197 1 265 484 
峦	1 1 158 63 249 
縆	0 1 159 62 0 153 1 139 1 152 139 
軑	0 476 140 
鳹	0 1 1 137 155 355 2 67 267 
䜑	0 156 1 1 1 139 91 139 188 
艁	0 288 1 489 129 
㺁	0 298 1 198 9 1 207 286 213 
媇	0 145 1 147 490 
㒧	0 131 0 1 1 158 3 308 213 463 474 
䡭	0 476 5 243 275 
宵	1 142 1 475 157 
靱	0 200 540 
鋊	0 166 509 
龮	0 2 79 267 1 0 183 183 1 240 1 241 143 
䲫	4 144 2 67 267 
䋒	0 1 159 62 247 
橞	0 170 1 66 188 
疎	0 563 302 
㭿	0 170 1 152 0 97 380 
㟪	0 249 1 1 240 139 60 
㙫	0 141 1 474 170 
鮝	1 1 128 293 1 1 469 240 267 
毃	0 1 1 158 129 6 220 129 1 154 175 
鼙	1 0 1 197 485 1 197 175 1 12 197 
黌	1 3 1 0 70 215 195 1 213 213 1 134 1 1 139 381 143 
麂	5 1 1 224 58 473 154 
酰	0 257 1 489 130 
峼	0 249 1 489 129 
觨	0 500 1 149 287 
巪	1 184 550 
隞	0 217 0 1 347 0 207 478 161 
滣	0 185 5 285 1 1 177 60 129 
鷞	0 7 140 0 1 213 213 1 213 213 2 67 267 
盨	1 0 216 471 330 
骘	1 0 217 1 168 504 2 96 139 
貿	1 0 88 271 1 163 143 
鲰	0 1 1 469 240 139 0 231 175 
兪	1 1 137 139 0 157 0 529 529 
飵	0 1 137 1 155 61 399 
䱟	0 1 1 469 240 267 5 148 1 197 129 
䂻	0 179 1 1 59 139 60 
戽	5 251 502 
繓	0 1 159 62 1 152 0 231 175 
淨	0 185 1 260 85 
㮱	0 170 1 133 1 489 130 
廌	5 224 1 58 2 77 267 
嬒	0 145 1 1 137 139 1 9 286 475 152 
㧥	0 209 1 489 130 
澛	0 185 1 1 1 469 240 139 152 
展	5 148 1 241 60 
鴝	0 2 210 129 2 67 267 
僛	0 131 0 1 1 68 139 143 472 
㯑	0 170 0 164 1 1 59 139 60 
慭	1 0 525 239 188 
鼚	1 0 1 197 485 1 197 175 1 1 59 139 60 
鰈	0 1 1 469 240 267 1 202 170 
鵷	0 1 142 0 204 205 2 67 267 
粊	1 473 218 
㽫	1 1 158 0 406 474 240 
䦫	6 0 491 492 1 133 329 
壛	0 141 6 0 491 492 1 210 193 
詧	1 0 73 74 156 
钦	0 221 472 
殶	0 1 158 141 1 154 175 
鷩	1 0 160 161 2 67 267 
㩛	0 209 9 286 1 66 266 
糿	0 1 159 62 271 
鲆	0 1 1 469 240 139 7 212 128 
㜪	1 0 1 147 490 282 145 
擭	0 209 1 133 1 474 175 
䃩	0 179 1 352 5 285 1 177 60 
嘠	0 129 1 107 136 
虋	1 133 1 3 1 0 70 215 195 6 220 1 139 129 1 257 1 143 271 
駭	0 2 79 267 510 
惾	0 153 1 1 3 308 213 143 248 
篿	1 11 1 66 266 
驊	0 2 79 267 1 133 72 
䱭	0 1 1 469 240 267 0 153 1 1 139 108 139 
䱅	0 1 1 469 240 267 405 
攒	0 209 1 0 1 489 130 1 489 130 292 
擷	0 209 0 1 233 129 471 
㰲	0 2 136 1 129 139 472 
焛	6 0 491 492 234 
嚏	0 129 1 1 1 197 195 240 470 
檐	0 170 5 1 469 285 1 130 156 
橛	0 170 5 285 0 1 306 13 472 
䴎	1 1 240 0 240 240 2 67 267 
酦	0 257 521 
禕	0 254 1 1 503 129 493 
輡	0 476 1 210 193 
愨	1 0 1 1 233 195 139 1 154 175 188 
䴖	0 1 347 157 2 76 139 
縫	0 1 159 62 4 228 1 248 214 
鸺	0 0 131 170 2 76 139 
鬥	0 506 507 
瞝	0 163 1 1 158 3 308 213 463 
沔	0 185 538 
兴	1 1 487 139 143 
㰤	0 2 167 129 472 
祭	1 0 73 74 358 
鰉	0 1 1 469 240 267 1 300 226 
鱭	0 1 1 469 240 267 1 1 158 0 0 271 346 81 0 0 207 177 151 
硳	0 179 1 141 63 
鰔	0 1 1 469 240 267 6 9 17 139 129 
飛	512 
